iter	Logloss
0	0.2357713137
1	0.09534333927
2	0.04962992419
3	0.03877056378
4	0.03193488881
5	0.02615580583
6	0.02065343896
7	0.01926256695
8	0.01756332203
9	0.0167345935
10	0.01631576331
11	0.01568639255
12	0.01455096345
13	0.01348423729
14	0.01323617951
15	0.01287946352
16	0.01243725686
17	0.01208891558
18	0.01172560874
19	0.01153508942
20	0.01125563794
21	0.0108430331
22	0.01063689128
23	0.01049501611
24	0.01033520975
25	0.009953925039
26	0.009702333258
27	0.009357948726
28	0.009072031925
29	0.008813114205
30	0.008646502272
31	0.008407697397
32	0.008312908358
33	0.008122108076
34	0.007953090483
35	0.007851103262
36	0.00773676312
37	0.007562926538
38	0.007485116672
39	0.007412311765
40	0.00734694099
41	0.007227332479
42	0.007079032789
43	0.006972825441
44	0.006924601709
45	0.00686483711
46	0.00676874431
47	0.006634287943
48	0.006564712463
49	0.006465810724
50	0.006420516465
51	0.006361136598
52	0.0063284947
53	0.006239151968
54	0.006204699217
55	0.006129422568
56	0.006069220411
57	0.005997623245
58	0.005955742249
59	0.005914909886
60	0.005884909827
61	0.005837099338
62	0.005787083091
63	0.005743256923
64	0.005730621268
65	0.00568091269
66	0.005637026517
67	0.005600877167
68	0.005542365001
69	0.005517344258
70	0.00542925736
71	0.005409080933
72	0.005383811014
73	0.005329125995
74	0.005314154021
75	0.005291141926
76	0.005278834944
77	0.005256818203
78	0.005233142708
79	0.005199077486
80	0.005174154768
81	0.005148484316
82	0.005110992284
83	0.005053711845
84	0.005053711845
85	0.005008710086
86	0.005008448106
87	0.005008333728
88	0.0050083316
89	0.004983824187
90	0.004983824187
91	0.004983734788
92	0.004983669406
93	0.004983611996
94	0.004983524033
95	0.004983542462
96	0.004983585644
97	0.004983496089
98	0.004983257994
99	0.004983171075
100	0.004983170906
101	0.004983104875
102	0.004983111563
103	0.004982879668
104	0.004982852742
105	0.004982789413
106	0.004982803286
107	0.004982738316
108	0.004982647488
109	0.004982587818
110	0.004982306956
111	0.004982167577
112	0.004982182401
113	0.004982078144
114	0.004982078144
115	0.004982078144
116	0.004982078144
117	0.004982078144
118	0.004982078144
119	0.004982078144
120	0.004982078144
121	0.004982078144
122	0.004982078144
123	0.004982078144
124	0.004982078144
125	0.004982078144
126	0.004982078144
127	0.004982078144
128	0.004982078144
129	0.004982078144
130	0.004982078144
131	0.004982078144
132	0.004982078144
133	0.004982078144
134	0.004982078144
135	0.004982078144
136	0.004982078144
137	0.004982078144
138	0.004982078144
139	0.004982078144
140	0.004982078144
141	0.004982078144
142	0.004982078144
143	0.004982078144
144	0.004982078144
145	0.004982078144
146	0.004982078144
147	0.004982078144
148	0.004982078144
149	0.004982078144
150	0.004982078144
151	0.004982078144
152	0.004982078144
153	0.004982078144
154	0.004982078144
155	0.004982078144
156	0.004982078144
157	0.004982078144
158	0.004982078144
159	0.004982078144
160	0.004982078144
161	0.004982078144
162	0.004982078144
163	0.004982078144
164	0.004982078144
165	0.004982078144
166	0.004982078144
167	0.004982078144
168	0.004982078144
169	0.004982078144
170	0.004982078144
171	0.004982078144
